74,0.07:02,0.07:10,CiCLO,CiGL
74,0.08:35,0.08:37,EMS,EMSLO
74,0.08:46,0.08:48,EMSLO,EMS
74,0.09:49,0.09:53,TeSC,VaLO
74,0.10:43,0.10:45,VaLO,TeSC
74,0.11:48,0.11:50,EMS,EMSLO
74,0.11:58,0.12:00,EMSLO,EMS
74,0.13:45,0.13:47,MTC,MTCLO
139,0.13:47,0.13:49,MTCLO,MTC
139,0.15:43,0.15:45,EMS,EMSLO
139,0.15:58,0.16:00,EMSLO,EMS
139,0.17:50,0.17:52,MTC,MTCLO
139,0.17:59,0.18:01,MTCLO,MTC
139,0.18:51,0.19:01,PTC,Pomona
75,0.04:30,0.04:50,Pomona,Pomona
75,0.04:50,0.05:05,Pomona,MTC
75,0.06:29,0.06:31,EMS,EMSLO
75,0.06:43,0.06:45,EMSLO,EMS
75,0.07:49,0.08:00,TeSC,IMPR
75,0.09:11,0.09:48,9thHo,PHMLO
75,0.10:39,0.10:40,PHMLO,PHM
75,0.11:48,0.11:50,PTC,PTCLO
75,0.11:58,0.12:00,PTCLO,PTC
75,0.13:22,0.13:26,PHM,PHMLO
108,0.13:26,0.13:27,PHMLO,PHM
108,0.14:25,0.14:27,EMS,EMSLO
108,0.14:38,0.14:40,EMSLO,EMS
108,0.15:30,0.15:34,PHM,PHMLO
108,0.15:44,0.15:45,PHMLO,PHM
108,0.17:09,0.17:11,PTC,PTCLO
108,0.17:58,0.18:00,PTCLO,PTC
108,0.19:24,0.19:28,PHM,PHMLO
108,0.19:34,0.19:35,PHMLO,PHM
108,0.21:15,0.21:55,PHM,Pomona
15,0.04:30,0.04:50,Pomona,Pomona
15,0.04:50,0.05:00,Pomona,PTC
15,0.05:59,0.06:03,PHM,PHMLO
15,0.06:09,0.06:10,PHMLO,PHM
15,0.07:20,0.07:22,PTC,PTCLO
15,0.07:33,0.07:35,PTCLO,PTC
15,0.08:23,0.08:30,RiVa,PTC
15,0.09:25,0.09:27,MTC,MTCLO
15,0.10:03,0.10:05,MTCLO,MTC
15,0.11:40,0.11:42,EMS,EMSLO
15,0.11:42,0.11:58,EMSLO,EMSLO
95,0.11:58,0.12:00,EMSLO,EMS
95,0.13:04,0.13:08,TeSC,VaLO
95,0.13:13,0.13:15,VaLO,TeSC
95,0.14:20,0.14:22,EMS,EMSLO
95,0.14:33,0.14:35,EMSLO,EMS
95,0.16:02,0.16:08,CiGL,CiCLO
95,0.16:54,0.17:02,CiCLO,CiGL
95,0.18:27,0.18:29,EMS,EMSLO
95,0.18:38,0.18:40,EMSLO,EMS
95,0.19:30,0.19:34,PHM,PHMLO
95,0.19:44,0.19:45,PHMLO,PHM
95,0.20:56,0.21:06,PTC,Pomona
122,0.04:30,0.04:50,Pomona,Pomona
122,0.04:50,0.05:30,Pomona,CoTC
122,0.06:23,0.07:13,9thHo,IMPR
122,0.08:21,0.09:16,9thHo,Pomona
125,0.13:50,0.14:10,Pomona,Pomona
125,0.14:10,0.14:25,Pomona,MoHa
125,0.15:49,0.15:51,PTC,PTCLO
